timestamp,dc voltage,psu current,Ron
2026-01-27 10:52:15.156363,-1.452e-05,-1.42369000E-0,1.0198849468634324e-05
2026-01-27 10:52:17.860404,3.4788e-05,-4.68980300E-0,-7.4177955875758525e-06
2026-01-27 10:52:20.564127,1.6617e-05,-1.96804300E-0,-8.443413075832185e-06
2026-01-27 10:52:23.236349,3.41e-06,-4.60605700E-0,-7.403295269685112e-07
2026-01-27 10:52:25.939425,-3.86e-07,-1.80055000E-0,2.1437893976840408e-07
2026-01-27 10:52:28.641187,3.8584e-05,-4.64793000E-0,-8.301329839304809e-06
